protein_a,protein_b,direction_count,reciprocal_minimum_tm_score,reciprocal_minimum_coverage,reciprocal_minimum_lddt,reciprocal_minimum_homology_probability,maximum_sequence_identity,maximum_alignment_length,minimum_e_value,minimum_bit_score,qualifies_structure_edge,protein_a_family_id,protein_b_family_id
AMIE_PSEAE,GAL4_YEAST,2,0.1629,0.47,0.2392,0.014,0.021,615,0.2466,16,False,ssf_0406336ba271,ssf_2be67f569203
AMIE_PSEAE,GDIA_HUMAN,2,0.2347,0.734,0.2291,0.045,0.018,491,0.2584,23,False,ssf_0406336ba271,ssf_8931019bd293
AMIE_PSEAE,GFP_AEQVI,2,0.2285,0.74,0.2019,0.04,0.02,347,0.261,22,False,ssf_0406336ba271,ssf_cba7b508de0e
AMIE_PSEAE,GRB2_HUMAN,2,0.2027,0.708,0.2261,0.034,0.028,339,0.2388,21,False,ssf_0406336ba271,ssf_a2995dce9367
AMIE_PSEAE,HCP_LAMBD,2,0.1016,0.156,0.2685,0.0,0.052,59,0.2622,10,False,ssf_0406336ba271,ssf_f4afbafe8fe3
AMIE_PSEAE,HECD1_HUMAN,2,0.09961,0.535,0.1341,0.0,0.019,219,0.1927,9,False,ssf_0406336ba271,ssf_45f2530c8897
AMIE_PSEAE,HEM3_HUMAN,2,0.2562,0.95,0.2329,0.057,0.019,512,0.2598,25,False,ssf_0406336ba271,ssf_afe0fb52df15
AMIE_PSEAE,HMDH_HUMAN,2,0.1349,0.351,0.2334,0.009,0.034,459,0.2062,13,False,ssf_0406336ba271,ssf_a470df240675
AMIE_PSEAE,HSP82_YEAST,2,0.1508,0.42,0.2425,0.011,0.021,422,0.2061,15,False,ssf_0406336ba271,ssf_4ba74830b6b6
AMIE_PSEAE,HXK4_HUMAN,2,0.237,0.662,0.1911,0.045,0.019,459,0.2667,23,False,ssf_0406336ba271,ssf_b10f2912eeeb
AMIE_PSEAE,I6TAH8_I68A0,2,0.2334,0.928,0.1926,0.045,0.022,622,0.2673,23,False,ssf_0406336ba271,ssf_ac5654d2afd9
AMIE_PSEAE,IF1_ECOLI,2,0.1003,0.491,0.2053,0.0,0.034,201,0.2007,10,False,ssf_0406336ba271,ssf_ab9383c4e9ad
AMIE_PSEAE,ILF3_HUMAN,2,0.1236,0.688,0.171,0.008,0.016,250,0.2431,12,False,ssf_0406336ba271,ssf_8239bef973ac
AMIE_PSEAE,ISDH_STAAW,2,0.1174,0.601,0.2309,0.007,0.013,215,0.2989,11,False,ssf_0406336ba271,ssf_952abe758b6a
AMIE_PSEAE,KCNE1_HUMAN,2,0.1758,0.713,0.2607,0.016,0.009,329,0.2657,17,False,ssf_0406336ba271,ssf_8626537a0620
AMIE_PSEAE,KCNJ2_MOUSE,2,0.1918,0.897,0.2293,0.024,0.008,571,0.2079,19,False,ssf_0406336ba271,ssf_f35e7c0d2382
AMIE_PSEAE,KKA2_KLEPN,2,0.2213,0.679,0.1847,0.04,0.019,354,0.2438,22,False,ssf_0406336ba271,ssf_72f0344ad526
AMIE_PSEAE,LGK_LIPST,2,0.2617,0.777,0.2629,0.063,0.027,511,0.2855,26,False,ssf_0406336ba271,ssf_bba3db8a5a23
AMIE_PSEAE,MAFG_MOUSE,2,0.07751,0.092,0.2614,0.0,0.055,36,0.2884,7,False,ssf_0406336ba271,ssf_a1eda43852c5
AMIE_PSEAE,MBD11_ARATH,2,0.104,0.303,0.2225,0.007,0.025,136,0.232,11,False,ssf_0406336ba271,ssf_029b997580c1
AMIE_PSEAE,MET_HUMAN,2,0.2636,0.861,0.2291,0.063,0.011,423,0.2816,26,False,ssf_0406336ba271,ssf_9e206bd97a80
AMIE_PSEAE,MK01_HUMAN,2,0.2715,0.842,0.231,0.069,0.031,448,0.2751,27,False,ssf_0406336ba271,ssf_29a8f9564eb0
AMIE_PSEAE,MLAC_ECOLI,2,0.2332,0.685,0.2397,0.045,0.036,300,0.2813,23,False,ssf_0406336ba271,ssf_2185c9b20e14
AMIE_PSEAE,MSH2_HUMAN,2,0.134,0.753,0.2057,0.009,0.006,860,0.2095,13,False,ssf_0406336ba271,ssf_48cbc265b524
AMIE_PSEAE,MTH3_HAEAE,2,0.3047,0.775,0.275,0.09,0.037,422,0.31,30,False,ssf_0406336ba271,ssf_9a90786f7320
AMIE_PSEAE,MTHR_HUMAN,2,0.2323,0.463,0.3263,0.045,0.023,345,0.3109,23,False,ssf_0406336ba271,ssf_095a60e097b5
AMIE_PSEAE,MYO3_YEAST,2,0.09299,0.699,0.1376,0.0,0.007,255,0.2024,9,False,ssf_0406336ba271,ssf_09af8f8b7309
AMIE_PSEAE,NCAP_I34A1,2,0.2249,0.945,0.2056,0.04,0.021,642,0.2589,22,False,ssf_0406336ba271,ssf_ac5654d2afd9
AMIE_PSEAE,NKX31_HUMAN,2,0.09914,0.685,0.2073,0.0,0.003,253,0.2544,9,False,ssf_0406336ba271,ssf_3de478b56341
AMIE_PSEAE,NPC1_HUMAN,2,0.09772,0.801,0.1828,0.0,0.011,1161,0.1868,9,False,ssf_0406336ba271,ssf_9d5fffe3ecc6
AMIE_PSEAE,NUD15_HUMAN,2,0.1787,0.428,0.1941,0.02,0.032,367,0.2421,18,False,ssf_0406336ba271,ssf_7dd15a2e7599
AMIE_PSEAE,NUSA_ECOLI,2,0.09667,0.225,0.2276,0.0,0.038,172,0.2225,9,False,ssf_0406336ba271,ssf_a92a5d40f0e3
AMIE_PSEAE,NUSG_MYCTU,2,0.09211,0.197,0.232,0.0,0.028,76,0.2033,9,False,ssf_0406336ba271,ssf_12ebdb52f01c
AMIE_PSEAE,OBSCN_HUMAN,2,0.0959,0.751,0.1266,0.0,0.007,276,0.1998,9,False,ssf_0406336ba271,ssf_09af8f8b7309
AMIE_PSEAE,ODP2_GEOSE,2,0.06176,0.098,0.1923,0.0,0.131,225,0.197,8,False,ssf_0406336ba271,ssf_a7d25cc6753c
AMIE_PSEAE,OTC_HUMAN,2,0.2714,0.836,0.2185,0.069,0.032,433,0.2736,27,False,ssf_0406336ba271,ssf_85ec1183d131
AMIE_PSEAE,OTU7A_HUMAN,2,0.08325,0.647,0.2513,0.0,0.008,234,0.2952,8,False,ssf_0406336ba271,ssf_24059a2f71bf
AMIE_PSEAE,OXDA_RHOTO,2,0.2413,0.646,0.2566,0.051,0.039,328,0.2456,24,False,ssf_0406336ba271,ssf_08db490a0d52
AMIE_PSEAE,P53_HUMAN,2,0.2025,0.687,0.1989,0.029,0.039,415,0.2114,20,False,ssf_0406336ba271,ssf_a3526b63cbae
AMIE_PSEAE,P84126_THETH,2,0.362,0.708,0.3518,0.179,0.046,281,0.41,38,False,ssf_0406336ba271,ssf_415fc4c4433b
AMIE_PSEAE,PABP_YEAST,2,0.1547,0.451,0.2449,0.011,0.019,401,0.1894,15,False,ssf_0406336ba271,ssf_a34f78cda012
AMIE_PSEAE,PAI1_HUMAN,2,0.2201,0.653,0.2384,0.034,0.019,451,0.2326,21,False,ssf_0406336ba271,ssf_51cbf66f0934
AMIE_PSEAE,PA_I34A1,2,0.1452,0.391,0.2092,0.01,0.013,443,0.1985,14,False,ssf_0406336ba271,ssf_ec35c0fe8f0c
AMIE_PSEAE,PHOT_CHLRE,2,0.1766,0.777,0.2136,0.016,0.01,295,0.2717,17,False,ssf_0406336ba271,ssf_3193156583c0
AMIE_PSEAE,PIN1_HUMAN,2,0.07283,0.312,0.09437,0.0,0.018,267,0.1731,7,False,ssf_0406336ba271,ssf_27b2fd965bcd
AMIE_PSEAE,PITX2_HUMAN,2,0.09369,0.312,0.2002,0.0,0.003,263,0.2437,9,False,ssf_0406336ba271,ssf_3de478b56341
AMIE_PSEAE,PKN1_HUMAN,2,0.1266,0.737,0.1606,0.008,0.014,267,0.256,12,False,ssf_0406336ba271,ssf_32b373a919b9
AMIE_PSEAE,POLG_CXB3N,2,0.07563,0.945,0.1405,0.0,0.006,2194,0.1969,7,False,ssf_0406336ba271,ssf_6872ef7481de
AMIE_PSEAE,POLG_DEN26,2,0.1409,0.672,0.1879,0.01,0.011,781,0.2178,14,False,ssf_0406336ba271,ssf_1d81bb997017
AMIE_PSEAE,POLG_HCVJF,2,0.2085,0.925,0.1871,0.034,0.014,444,0.2356,21,False,ssf_0406336ba271,ssf_55f4d290e887
AMIE_PSEAE,POLG_PESV,2,0.08346,0.194,0.2109,0.0,0.039,184,0.2259,8,False,ssf_0406336ba271,ssf_dc63c2b3ba7c
AMIE_PSEAE,PPARG_HUMAN,2,0.1964,0.705,0.2263,0.024,0.021,519,0.2283,19,False,ssf_0406336ba271,ssf_6d98a5313455
AMIE_PSEAE,PPM1D_HUMAN,2,0.1894,0.783,0.2486,0.02,0.022,634,0.2404,18,False,ssf_0406336ba271,ssf_c26e504ac4d4
AMIE_PSEAE,PR40A_HUMAN,2,0.1157,0.208,0.3167,0.007,0.047,86,0.2866,11,False,ssf_0406336ba271,ssf_f662b12b6174
AMIE_PSEAE,PRKN_HUMAN,2,0.1916,0.936,0.191,0.024,0.012,626,0.2139,19,False,ssf_0406336ba271,ssf_044a6e3db01c
AMIE_PSEAE,PSAE_PICP2,2,0.09927,0.324,0.2188,0.0,0.015,134,0.2168,9,False,ssf_0406336ba271,ssf_b20798b8020c
AMIE_PSEAE,PTEN_HUMAN,2,0.2347,0.834,0.2128,0.045,0.017,469,0.2471,23,False,ssf_0406336ba271,ssf_a81536eee23e
AMIE_PSEAE,Q2N0S5_9HIV1,2,0.1101,0.378,0.2009,0.0,0.023,512,0.1636,10,False,ssf_0406336ba271,ssf_1bf288bd319a
AMIE_PSEAE,Q53Z42_HUMAN,2,0.2028,0.734,0.248,0.029,0.009,419,0.2064,20,False,ssf_0406336ba271,ssf_77b576379330
AMIE_PSEAE,Q59976_STRSQ,2,0.329,0.737,0.3026,0.106,0.033,479,0.3827,32,False,ssf_0406336ba271,ssf_9ddcf4dec5c1
AMIE_PSEAE,Q6WV12_9MAXI,2,0.2121,0.642,0.1926,0.04,0.024,361,0.2507,22,False,ssf_0406336ba271,ssf_cba7b508de0e
AMIE_PSEAE,Q837P4_ENTFA,2,0.1813,0.379,0.26,0.02,0.016,312,0.225,18,False,ssf_0406336ba271,ssf_cdfaa4cd70ca
AMIE_PSEAE,Q837P5_ENTFA,2,0.192,0.392,0.256,0.024,0.022,313,0.2358,19,False,ssf_0406336ba271,ssf_cdfaa4cd70ca
AMIE_PSEAE,Q8WTC7_9CNID,2,0.2277,0.717,0.2065,0.04,0.029,335,0.2585,22,False,ssf_0406336ba271,ssf_cba7b508de0e
AMIE_PSEAE,R1AB_SARS2,2,0.2433,0.758,0.2291,0.051,0.027,430,0.2534,24,False,ssf_0406336ba271,ssf_9fc1ecf8307b
AMIE_PSEAE,RAD_ANTMA,2,0.08942,0.41,0.2284,0.0,0.0,159,0.245,8,False,ssf_0406336ba271,ssf_0eef6f01f081
AMIE_PSEAE,RASH_HUMAN,2,0.2728,0.751,0.2868,0.069,0.023,293,0.3466,27,False,ssf_0406336ba271,ssf_550503ae0437
AMIE_PSEAE,RASK_HUMAN,2,0.2674,0.685,0.2714,0.063,0.04,297,0.3431,26,False,ssf_0406336ba271,ssf_550503ae0437
AMIE_PSEAE,RBP1_HUMAN,2,0.1041,0.231,0.2678,0.0,0.065,91,0.3151,10,False,ssf_0406336ba271,ssf_bc19e1d23319
AMIE_PSEAE,RCD1_ARATH,2,0.08315,0.182,0.2195,0.0,0.004,234,0.2331,8,False,ssf_0406336ba271,ssf_329d15de34fe
AMIE_PSEAE,RCRO_LAMBD,2,0.1036,0.28,0.214,0.0,0.035,112,0.2402,10,False,ssf_0406336ba271,ssf_c6c5a726cc75
AMIE_PSEAE,RD23A_HUMAN,2,0.0835,0.639,0.2294,0.0,0.013,228,0.2729,8,False,ssf_0406336ba271,ssf_3998cbaed1a7
AMIE_PSEAE,RDRP_I33A0,2,0.1689,0.937,0.1775,0.014,0.015,850,0.2341,16,False,ssf_0406336ba271,ssf_bcc2d8a187a4
AMIE_PSEAE,REV_HV1H2,2,0.1185,0.798,0.2285,0.007,0.011,338,0.2112,11,False,ssf_0406336ba271,ssf_4ddd0adc0328
AMIE_PSEAE,RFAH_ECOLI,2,0.1002,0.578,0.1858,0.0,0.023,212,0.2346,10,False,ssf_0406336ba271,ssf_12ebdb52f01c
AMIE_PSEAE,RL20_AQUAE,2,0.08544,0.451,0.2146,0.0,0.005,175,0.2269,8,False,ssf_0406336ba271,ssf_310c599ef29a
AMIE_PSEAE,RL40A_YEAST,2,0.1278,0.454,0.2697,0.014,0.009,322,0.1959,16,False,ssf_0406336ba271,ssf_09950e3c22ee
AMIE_PSEAE,RNC_ECOLI,2,0.2381,0.823,0.2594,0.045,0.028,387,0.2784,23,False,ssf_0406336ba271,ssf_692c79c706c4
AMIE_PSEAE,RPC1_BP434,2,0.08645,0.633,0.2003,0.0,0.008,235,0.2068,8,False,ssf_0406336ba271,ssf_ffbe89385f32
AMIE_PSEAE,RS15_GEOSE,2,0.09781,0.171,0.3061,0.008,0.027,252,0.278,12,False,ssf_0406336ba271,ssf_bcab9ac142f5
AMIE_PSEAE,S22A1_HUMAN,2,0.2192,0.729,0.2299,0.034,0.018,553,0.263,21,False,ssf_0406336ba271,ssf_dedbcf3c34ac
AMIE_PSEAE,SAV1_MOUSE,2,0.06723,0.202,0.1643,0.0,0.037,79,0.2156,6,False,ssf_0406336ba271,ssf_0d40c1bb820d
AMIE_PSEAE,SBI_STAAM,2,0.1134,0.275,0.349,0.007,0.029,102,0.2947,11,False,ssf_0406336ba271,ssf_60dadcbd5371
AMIE_PSEAE,SC6A4_HUMAN,2,0.1676,0.714,0.1852,0.014,0.014,675,0.2122,16,False,ssf_0406336ba271,ssf_5602ca7080fe
AMIE_PSEAE,SCIN_STAAR,2,0.1198,0.665,0.2441,0.007,0.004,248,0.2668,11,False,ssf_0406336ba271,ssf_cf940c8da196
AMIE_PSEAE,SDA_BACSU,2,0.09141,0.228,0.2501,0.0,0.011,86,0.2878,9,False,ssf_0406336ba271,ssf_3a5047c87583
AMIE_PSEAE,SERC_HUMAN,2,0.2668,0.768,0.2093,0.069,0.022,446,0.2725,27,False,ssf_0406336ba271,ssf_f2035d659d6a
AMIE_PSEAE,SHOC2_HUMAN,2,0.1849,0.485,0.2353,0.02,0.021,419,0.2287,18,False,ssf_0406336ba271,ssf_6f5083a5504d
AMIE_PSEAE,SOX30_HUMAN,2,0.09908,0.483,0.2074,0.0,0.017,174,0.2573,9,False,ssf_0406336ba271,ssf_6cc095ce3976
AMIE_PSEAE,SPA_STAAU,2,0.087,0.74,0.2277,0.0,0.018,272,0.2548,8,False,ssf_0406336ba271,ssf_5e471b6b3e5d
AMIE_PSEAE,SPG1_STRSG,2,0.1469,0.368,0.2238,0.011,0.016,593,0.1618,15,False,ssf_0406336ba271,ssf_db4b6fc031cf
AMIE_PSEAE,SPG2_STRSG,2,0.1172,0.578,0.2339,0.007,0.019,202,0.2795,11,False,ssf_0406336ba271,ssf_67e127763d3d
AMIE_PSEAE,SPIKE_SARS2,2,0.09691,0.448,0.2144,0.0,0.009,755,0.184,9,False,ssf_0406336ba271,ssf_761ae81d509c
AMIE_PSEAE,SPTN1_CHICK,2,0.0908,0.159,0.2262,0.0,0.044,89,0.1981,9,False,ssf_0406336ba271,ssf_b0e1111705e5
AMIE_PSEAE,SQSTM_MOUSE,2,0.06574,0.65,0.2085,0.0,0.004,238,0.2067,6,False,ssf_0406336ba271,ssf_fd3d638b0af8
AMIE_PSEAE,SR43C_ARATH,2,0.08385,0.373,0.2097,0.0,0.015,255,0.1864,9,False,ssf_0406336ba271,ssf_63a1a4e89751
AMIE_PSEAE,SRBS1_HUMAN,2,0.08859,0.303,0.1601,0.0,0.017,175,0.1849,8,False,ssf_0406336ba271,ssf_09af8f8b7309
AMIE_PSEAE,SRC_HUMAN,2,0.2105,0.836,0.2083,0.029,0.013,588,0.2477,20,False,ssf_0406336ba271,ssf_c38d9b4005f8
AMIE_PSEAE,SUMO1_HUMAN,2,0.1553,0.419,0.1935,0.011,0.023,173,0.2698,15,False,ssf_0406336ba271,ssf_19622d9f3f73
AMIE_PSEAE,SYUA_HUMAN,2,0.112,0.564,0.2532,0.007,0.005,363,0.1638,11,False,ssf_0406336ba271,ssf_87dffde05f09
AMIE_PSEAE,TADBP_HUMAN,2,0.1577,0.746,0.2015,0.011,0.016,546,0.1672,15,False,ssf_0406336ba271,ssf_b0af6d5185b3
AMIE_PSEAE,TAT_HV1BR,2,0.1069,0.277,0.1949,0.0,0.012,164,0.1985,10,False,ssf_0406336ba271,ssf_0d06a357cd85
AMIE_PSEAE,TCRG1_MOUSE,2,0.06336,0.13,0.1703,0.0,0.018,55,0.2194,6,False,ssf_0406336ba271,ssf_a21d29addbd9
AMIE_PSEAE,THO1_YEAST,2,0.07641,0.561,0.202,0.0,0.015,196,0.244,7,False,ssf_0406336ba271,ssf_a523304d9a92
AMIE_PSEAE,TNKS2_HUMAN,2,0.07956,0.194,0.1912,0.0,0.04,75,0.2053,7,False,ssf_0406336ba271,ssf_1a40a2a2ccdc
AMIE_PSEAE,TPK1_HUMAN,2,0.2739,0.74,0.2668,0.076,0.032,349,0.3165,28,False,ssf_0406336ba271,ssf_3c2e5ceba3be
AMIE_PSEAE,TPMT_HUMAN,2,0.2982,0.737,0.2878,0.082,0.059,338,0.3405,29,False,ssf_0406336ba271,ssf_b5a772423035
AMIE_PSEAE,TPOR_HUMAN,2,0.1416,0.506,0.1927,0.01,0.016,540,0.1839,14,False,ssf_0406336ba271,ssf_540579521118
AMIE_PSEAE,TRPC_SACS2,2,0.374,0.72,0.3239,0.164,0.073,274,0.4289,37,False,ssf_0406336ba271,ssf_415fc4c4433b
AMIE_PSEAE,TRPC_THEMA,2,0.3759,0.74,0.3401,0.164,0.053,285,0.4274,37,False,ssf_0406336ba271,ssf_415fc4c4433b
AMIE_PSEAE,UBC9_HUMAN,2,0.2062,0.705,0.2188,0.029,0.021,339,0.2767,20,False,ssf_0406336ba271,ssf_ab8b39992872
AMIE_PSEAE,UBE4B_HUMAN,2,0.09763,0.185,0.2046,0.0,0.047,85,0.2143,9,False,ssf_0406336ba271,ssf_a47101dcf200
AMIE_PSEAE,UBE4B_MOUSE,2,0.1148,0.294,0.2198,0.007,0.024,485,0.1981,11,False,ssf_0406336ba271,ssf_2d1d2debf9a5
AMIE_PSEAE,UBR5_HUMAN,2,0.09639,0.656,0.2371,0.0,0.004,245,0.2375,9,False,ssf_0406336ba271,ssf_059a8d032aa4
AMIE_PSEAE,VG08_BPP22,2,0.09701,0.231,0.2613,0.0,0.036,83,0.3426,9,False,ssf_0406336ba271,ssf_ffaeeb6011e9
AMIE_PSEAE,VILI_CHICK,2,0.09737,0.587,0.155,0.0,0.014,213,0.2198,9,False,ssf_0406336ba271,ssf_0815efaffc38
AMIE_PSEAE,VKOR1_HUMAN,2,0.1838,0.763,0.196,0.02,0.021,324,0.2499,18,False,ssf_0406336ba271,ssf_893ea5ec829f
AMIE_PSEAE,VRPI_BPT7,2,0.09756,0.48,0.2156,0.0,0.023,173,0.2436,9,False,ssf_0406336ba271,ssf_c5c95e85f55b
AMIE_PSEAE,YAIA_ECOLI,2,0.1152,0.584,0.2193,0.007,0.004,211,0.2855,11,False,ssf_0406336ba271,ssf_ac44f5c3e836
AMIE_PSEAE,YNZC_BACSU,2,0.06817,0.124,0.2298,0.0,0.053,86,0.2782,7,False,ssf_0406336ba271,ssf_ca121528f828
ANCSZ,ARGR_ECOLI,2,0.06241,0.145,0.184,0.0,0.037,189,0.1838,6,False,ssf_88339869d8cb,ssf_8af86fe1b209
ANCSZ,BBC1_YEAST,2,0.06075,0.153,0.3397,0.0,0.049,101,0.2519,6,False,ssf_88339869d8cb,ssf_09af8f8b7309
ANCSZ,BCHB_CHLTE,2,0.06015,0.088,0.3464,0.0,0.072,124,0.2615,6,False,ssf_88339869d8cb,ssf_39e5faa59a41
ANCSZ,BLAT_ECOLX,2,0.1317,0.341,0.212,0.009,0.034,498,0.1841,13,False,ssf_88339869d8cb,ssf_1ca89f8f1279
ANCSZ,BRCA1_HUMAN,2,0.09269,0.941,0.2203,0.0,0.002,2211,0.1536,9,False,ssf_88339869d8cb,ssf_234425dd63e3
ANCSZ,C6KNH7_9INFA,2,0.1537,0.63,0.206,0.014,0.025,624,0.1595,16,False,ssf_88339869d8cb,ssf_97ae43962602
ANCSZ,CALM1_HUMAN,2,0.1189,0.404,0.2216,0.007,0.024,281,0.2297,11,False,ssf_88339869d8cb,ssf_90261541b92a
ANCSZ,CAPSD_AAV2S,2,0.2228,0.936,0.262,0.04,0.016,1077,0.2369,22,False,ssf_88339869d8cb,ssf_c257cf3223e7
ANCSZ,CAR11_HUMAN,2,0.1355,0.802,0.196,0.009,0.013,1281,0.1726,13,False,ssf_88339869d8cb,ssf_0fc8efec29c6
ANCSZ,CAS9_STRP1,2,0.1249,0.523,0.2093,0.008,0.014,1057,0.1776,12,False,ssf_88339869d8cb,ssf_2fb7a12de8e4
ANCSZ,CASP3_HUMAN,2,0.1186,0.392,0.1919,0.007,0.019,352,0.1701,11,False,ssf_88339869d8cb,ssf_99e3b36fb3c0
ANCSZ,CASP7_HUMAN,2,0.1464,0.911,0.2041,0.01,0.011,725,0.2078,14,False,ssf_88339869d8cb,ssf_99e3b36fb3c0
ANCSZ,CATR_CHLRE,2,0.0677,0.59,0.2215,0.0,0.005,377,0.2376,6,False,ssf_88339869d8cb,ssf_61777c3573dc
ANCSZ,CBPA2_HUMAN,2,0.08321,0.281,0.294,0.0,0.033,180,0.2838,8,False,ssf_88339869d8cb,ssf_f46e1f61009b
ANCSZ,CBS_HUMAN,2,0.1982,0.791,0.2073,0.029,0.02,750,0.208,20,False,ssf_88339869d8cb,ssf_c188af622fce
ANCSZ,CBX4_HUMAN,2,0.06168,0.124,0.2331,0.0,0.059,85,0.2291,6,False,ssf_88339869d8cb,ssf_63a1a4e89751
ANCSZ,CCDB_ECOLI,2,0.0736,0.158,0.1889,0.0,0.041,146,0.1791,7,False,ssf_88339869d8cb,ssf_e2b2659337b1
ANCSZ,CCR5_HUMAN,2,0.1751,0.744,0.2627,0.016,0.014,695,0.223,17,False,ssf_88339869d8cb,ssf_2fd7d813c6f4
ANCSZ,CD19_HUMAN,2,0.1484,0.74,0.1848,0.01,0.009,765,0.1543,14,False,ssf_88339869d8cb,ssf_1ca77773c7d8
ANCSZ,CP2C9_HUMAN,2,0.2189,0.922,0.2366,0.034,0.018,865,0.24,21,False,ssf_88339869d8cb,ssf_1d3a8e32222c
ANCSZ,CSN4_MOUSE,2,0.07675,0.255,0.1784,0.0,0.029,441,0.2234,7,False,ssf_88339869d8cb,ssf_322a3fa1e236
ANCSZ,CUE1_YEAST,2,0.05035,0.179,0.34,0.0,0.04,124,0.2286,5,False,ssf_88339869d8cb,ssf_7dd9b66382a6
ANCSZ,D7PM05_CLYGR,2,0.1536,0.36,0.2613,0.011,0.038,317,0.2399,15,False,ssf_88339869d8cb,ssf_cba7b508de0e
ANCSZ,DLG4_HUMAN,2,0.2169,0.861,0.2177,0.034,0.018,954,0.229,21,False,ssf_88339869d8cb,ssf_d98da1f7d712
ANCSZ,DLG4_RAT,2,0.1958,0.899,0.2104,0.024,0.011,1025,0.2058,19,False,ssf_88339869d8cb,ssf_d98da1f7d712
ANCSZ,DN7A_SACS2,2,0.0559,0.116,0.293,0.0,0.067,74,0.2433,5,False,ssf_88339869d8cb,ssf_0500559dbf7c
ANCSZ,DNJA1_HUMAN,2,0.0758,0.311,0.2356,0.0,0.024,206,0.2749,7,False,ssf_88339869d8cb,ssf_3bc8071abc2c
ANCSZ,DOCK1_MOUSE,2,0.0549,0.142,0.2588,0.0,0.029,203,0.175,6,False,ssf_88339869d8cb,ssf_09af8f8b7309
ANCSZ,DYR_ECOLI,2,0.1278,0.384,0.2529,0.008,0.017,292,0.2438,12,False,ssf_88339869d8cb,ssf_0932cd92de6e
ANCSZ,ENVZ_ECOLI,2,0.07125,0.214,0.265,0.0,0.021,140,0.2877,7,False,ssf_88339869d8cb,ssf_2ee5fd080c0f
ANCSZ,ENV_HV1BR,2,0.178,0.649,0.2093,0.016,0.014,830,0.2011,17,False,ssf_88339869d8cb,ssf_1bf288bd319a
ANCSZ,EPHB2_HUMAN,2,0.07721,0.193,0.3175,0.0,0.023,130,0.2654,7,False,ssf_88339869d8cb,ssf_1a40a2a2ccdc
ANCSZ,ESTA_BACSU,2,0.133,0.689,0.2282,0.009,0.013,512,0.2137,13,False,ssf_88339869d8cb,ssf_eb7894768bb9
ANCSZ,FECA_ECOLI,2,0.07421,0.281,0.2608,0.0,0.0,194,0.2614,7,False,ssf_88339869d8cb,ssf_9a3ea6c0c19c
ANCSZ,FKBP3_HUMAN,2,0.07026,0.188,0.2092,0.0,0.037,135,0.2142,7,False,ssf_88339869d8cb,ssf_178ecc1910b6
ANCSZ,GAL4_YEAST,2,0.2059,0.535,0.2399,0.029,0.02,763,0.2379,20,False,ssf_88339869d8cb,ssf_2be67f569203
ANCSZ,GDIA_HUMAN,2,0.178,0.886,0.1851,0.016,0.017,850,0.2043,17,False,ssf_88339869d8cb,ssf_8931019bd293
ANCSZ,GFP_AEQVI,2,0.1382,0.375,0.2561,0.011,0.028,726,0.2146,15,False,ssf_88339869d8cb,ssf_cba7b508de0e
ANCSZ,GRB2_HUMAN,2,0.1784,0.313,0.5634,0.016,0.124,274,0.3217,17,False,ssf_88339869d8cb,ssf_a2995dce9367
ANCSZ,HCP_LAMBD,2,0.07425,0.27,0.2407,0.0,0.0,171,0.2791,7,False,ssf_88339869d8cb,ssf_f4afbafe8fe3
ANCSZ,HECD1_HUMAN,2,0.06979,0.161,0.2829,0.0,0.008,124,0.2274,6,False,ssf_88339869d8cb,ssf_45f2530c8897
ANCSZ,HEM3_HUMAN,2,0.1927,0.789,0.2358,0.024,0.017,612,0.2371,19,False,ssf_88339869d8cb,ssf_afe0fb52df15
ANCSZ,HMDH_HUMAN,2,0.1457,0.497,0.2107,0.01,0.015,878,0.168,14,False,ssf_88339869d8cb,ssf_a470df240675
ANCSZ,HSP82_YEAST,2,0.2057,0.761,0.2196,0.029,0.019,833,0.2154,20,False,ssf_88339869d8cb,ssf_4ba74830b6b6
ANCSZ,HXK4_HUMAN,2,0.2257,0.843,0.2443,0.04,0.02,796,0.2541,22,False,ssf_88339869d8cb,ssf_b10f2912eeeb
ANCSZ,I6TAH8_I68A0,2,0.2165,0.935,0.2188,0.034,0.011,852,0.2367,21,False,ssf_88339869d8cb,ssf_ac5654d2afd9
ANCSZ,IF1_ECOLI,2,0.06878,0.23,0.2021,0.0,0.048,394,0.2202,6,False,ssf_88339869d8cb,ssf_ab9383c4e9ad
ANCSZ,ILF3_HUMAN,2,0.06026,0.704,0.2886,0.0,0.008,569,0.2302,6,False,ssf_88339869d8cb,ssf_8239bef973ac
ANCSZ,ISDH_STAAW,2,0.05927,0.885,0.244,0.0,0.007,563,0.2467,5,False,ssf_88339869d8cb,ssf_952abe758b6a
ANCSZ,KCNE1_HUMAN,2,0.08965,0.628,0.1727,0.0,0.014,420,0.1769,8,False,ssf_88339869d8cb,ssf_8626537a0620
ANCSZ,KCNJ2_MOUSE,2,0.1435,0.553,0.2334,0.014,0.015,636,0.1658,16,False,ssf_88339869d8cb,ssf_f35e7c0d2382
ANCSZ,KKA2_KLEPN,2,0.2447,0.399,0.4112,0.051,0.083,311,0.3775,24,False,ssf_88339869d8cb,ssf_72f0344ad526
ANCSZ,LGK_LIPST,2,0.2213,0.87,0.2508,0.04,0.011,775,0.2546,22,False,ssf_88339869d8cb,ssf_bba3db8a5a23
ANCSZ,MAFG_MOUSE,2,0.04887,0.185,0.2717,0.0,0.016,119,0.276,4,False,ssf_88339869d8cb,ssf_a1eda43852c5
